trial,time,depot_id,drone_ids,lat,lon,num_drones
27,48,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,48,5,dn13;dn15,37.739611,-122.492203,2
27,49,1,dn1,37.774524,-122.473656,1
27,49,2,dn4,37.751751,-122.410654,1
27,49,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,49,5,dn13;dn15,37.739611,-122.492203,2
27,50,1,dn1,37.774524,-122.473656,1
27,50,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,50,5,dn13;dn15,37.739611,-122.492203,2
27,51,1,dn1,37.774524,-122.473656,1
27,51,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,51,5,dn13;dn15,37.739611,-122.492203,2
27,52,3,dn9,37.718779,-122.462401,1
27,52,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,52,5,dn13;dn15,37.739611,-122.492203,2
27,53,2,dn6,37.751751,-122.410654,1
27,53,3,dn9,37.718779,-122.462401,1
27,53,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,53,5,dn13;dn15,37.739611,-122.492203,2
27,54,2,dn6,37.751751,-122.410654,1
27,54,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,54,5,dn13;dn14;dn15,37.739611,-122.492203,3
27,55,2,dn6,37.751751,-122.410654,1
27,55,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,55,5,dn13;dn15,37.739611,-122.492203,2
27,56,1,dn2,37.774524,-122.473656,1
27,56,2,dn6,37.751751,-122.410654,1
27,56,3,dn7,37.718779,-122.462401,1
27,56,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,56,5,dn13;dn15,37.739611,-122.492203,2
27,57,1,dn2,37.774524,-122.473656,1
27,57,2,dn6,37.751751,-122.410654,1
27,57,3,dn7,37.718779,-122.462401,1
27,57,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,57,5,dn13;dn15,37.739611,-122.492203,2
27,58,1,dn2,37.774524,-122.473656,1
27,58,2,dn4;dn5;dn6,37.751751,-122.410654,3
27,58,3,dn7,37.718779,-122.462401,1
27,58,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,58,5,dn13;dn15,37.739611,-122.492203,2
27,59,1,dn2,37.774524,-122.473656,1
27,59,2,dn5;dn6,37.751751,-122.410654,2
27,59,3,dn7,37.718779,-122.462401,1
27,59,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,59,5,dn13;dn15,37.739611,-122.492203,2
27,60,1,dn2;dn3,37.774524,-122.473656,2
27,60,2,dn5;dn6,37.751751,-122.410654,2
27,60,3,dn7,37.718779,-122.462401,1
27,60,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,60,5,dn13;dn15,37.739611,-122.492203,2
27,61,1,dn2,37.774524,-122.473656,1
27,61,2,dn5;dn6,37.751751,-122.410654,2
27,61,3,dn7,37.718779,-122.462401,1
27,61,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,61,5,dn13;dn15,37.739611,-122.492203,2
27,62,2,dn5;dn6,37.751751,-122.410654,2
27,62,3,dn7;dn8,37.718779,-122.462401,2
27,62,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,62,5,dn13;dn15,37.739611,-122.492203,2
27,63,1,dn1,37.774524,-122.473656,1
27,63,2,dn5;dn6,37.751751,-122.410654,2
27,63,3,dn7;dn8,37.718779,-122.462401,2
27,63,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,63,5,dn13;dn15,37.739611,-122.492203,2
27,64,1,dn1,37.774524,-122.473656,1
27,64,2,dn5;dn6,37.751751,-122.410654,2
27,64,3,dn7;dn8,37.718779,-122.462401,2
27,64,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,64,5,dn13;dn15,37.739611,-122.492203,2
27,65,1,dn1,37.774524,-122.473656,1
27,65,2,dn6,37.751751,-122.410654,1
27,65,3,dn7;dn8,37.718779,-122.462401,2
27,65,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,65,5,dn13;dn15,37.739611,-122.492203,2
27,66,2,dn6,37.751751,-122.410654,1
27,66,3,dn7;dn8,37.718779,-122.462401,2
27,66,4,dn10;dn11;dn12,37.78929,-122.426797,3
27,66,5,dn13;dn15,37.739611,-122.492203,2
27,67,2,dn4;dn6,37.751751,-122.410654,2
